GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021200956,188,2544,LeBron James,1610612748,Miami Heat,2,3,49,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20130313,PHI,MIA
Shot Chart Detail,0021200956,204,2544,LeBron James,1610612748,Miami Heat,2,3,7,Made Shot,Reverse Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20130313,PHI,MIA
Shot Chart Detail,0021200956,283,2544,LeBron James,1610612748,Miami Heat,3,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-169,189,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,310,2544,LeBron James,1610612748,Miami Heat,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-188,173,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,344,2544,LeBron James,1610612748,Miami Heat,3,2,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,14,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,348,2544,LeBron James,1610612748,Miami Heat,3,1,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,19,1,1,20130313,PHI,MIA
Shot Chart Detail,0021200956,356,2544,LeBron James,1610612748,Miami Heat,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,9,255,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,412,2544,LeBron James,1610612748,Miami Heat,4,5,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,198,80,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,414,2544,LeBron James,1610612748,Miami Heat,4,4,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,209,-13,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,434,2544,LeBron James,1610612748,Miami Heat,4,1,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,165,129,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,448,2544,LeBron James,1610612748,Miami Heat,4,0,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,0,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200956,449,2544,LeBron James,1610612748,Miami Heat,4,0,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,0,20130313,PHI,MIA
Shot Chart Detail,0021200975,4,2544,LeBron James,1610612748,Miami Heat,1,11,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,9,2544,LeBron James,1610612748,Miami Heat,1,10,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,171,83,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,52,2544,LeBron James,1610612748,Miami Heat,1,5,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,62,2544,LeBron James,1610612748,Miami Heat,1,3,59,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,76,2544,LeBron James,1610612748,Miami Heat,1,2,41,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-90,22,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,87,2544,LeBron James,1610612748,Miami Heat,1,0,31,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-116,31,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,98,2544,LeBron James,1610612748,Miami Heat,2,11,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,104,2544,LeBron James,1610612748,Miami Heat,2,10,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,111,132,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,112,2544,LeBron James,1610612748,Miami Heat,2,9,41,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-2,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,190,2544,LeBron James,1610612748,Miami Heat,2,1,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,140,50,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,197,2544,LeBron James,1610612748,Miami Heat,2,1,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,179,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,199,2544,LeBron James,1610612748,Miami Heat,2,1,1,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,127,-6,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,201,2544,LeBron James,1610612748,Miami Heat,2,0,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,157,-2,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,234,2544,LeBron James,1610612748,Miami Heat,3,9,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-4,173,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,263,2544,LeBron James,1610612748,Miami Heat,3,6,29,Missed Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,282,2544,LeBron James,1610612748,Miami Heat,3,5,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-4,143,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,301,2544,LeBron James,1610612748,Miami Heat,3,3,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,102,238,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,320,2544,LeBron James,1610612748,Miami Heat,3,2,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,1,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,329,2544,LeBron James,1610612748,Miami Heat,3,2,0,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,338,2544,LeBron James,1610612748,Miami Heat,3,0,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-3,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200975,365,2544,LeBron James,1610612748,Miami Heat,4,11,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,32,173,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,376,2544,LeBron James,1610612748,Miami Heat,4,10,16,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,-14,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,444,2544,LeBron James,1610612748,Miami Heat,4,4,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-87,-6,1,0,20130315,MIL,MIA
Shot Chart Detail,0021200975,473,2544,LeBron James,1610612748,Miami Heat,4,1,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-177,119,1,1,20130315,MIL,MIA
Shot Chart Detail,0021200985,3,2544,LeBron James,1610612748,Miami Heat,1,11,28,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-6,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200985,17,2544,LeBron James,1610612748,Miami Heat,1,9,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,45,183,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200985,34,2544,LeBron James,1610612748,Miami Heat,1,7,41,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,1,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,41,2544,LeBron James,1610612748,Miami Heat,1,6,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200985,43,2544,LeBron James,1610612748,Miami Heat,1,6,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,225,101,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,70,2544,LeBron James,1610612748,Miami Heat,1,3,47,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,12,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,222,2544,LeBron James,1610612748,Miami Heat,2,1,30,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,34,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,247,2544,LeBron James,1610612748,Miami Heat,2,0,2,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,45,246,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200985,251,2544,LeBron James,1610612748,Miami Heat,3,11,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,220,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,305,2544,LeBron James,1610612748,Miami Heat,3,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-37,211,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200985,318,2544,LeBron James,1610612748,Miami Heat,3,3,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,11,1,0,20130317,TOR,MIA
Shot Chart Detail,0021200985,349,2544,LeBron James,1610612748,Miami Heat,3,2,8,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-160,50,1,1,20130317,TOR,MIA
Shot Chart Detail,0021200998,5,2544,LeBron James,1610612748,Miami Heat,1,11,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,42,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,18,2544,LeBron James,1610612748,Miami Heat,1,9,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,23,2544,LeBron James,1610612748,Miami Heat,1,8,41,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,6,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,25,2544,LeBron James,1610612748,Miami Heat,1,8,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,85,2544,LeBron James,1610612748,Miami Heat,1,2,29,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-38,214,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,97,2544,LeBron James,1610612748,Miami Heat,1,1,27,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,9,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,113,2544,LeBron James,1610612748,Miami Heat,1,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-56,249,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,149,2544,LeBron James,1610612748,Miami Heat,2,8,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,166,2544,LeBron James,1610612748,Miami Heat,2,6,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,184,2544,LeBron James,1610612748,Miami Heat,2,5,22,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,269,2544,LeBron James,1610612748,Miami Heat,2,0,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,275,2544,LeBron James,1610612748,Miami Heat,3,11,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,138,157,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,298,2544,LeBron James,1610612748,Miami Heat,3,8,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,53,247,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,303,2544,LeBron James,1610612748,Miami Heat,3,7,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,322,2544,LeBron James,1610612748,Miami Heat,3,5,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,19,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,333,2544,LeBron James,1610612748,Miami Heat,3,4,34,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,88,168,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,380,2544,LeBron James,1610612748,Miami Heat,3,1,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-188,160,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,387,2544,LeBron James,1610612748,Miami Heat,3,1,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,433,2544,LeBron James,1610612748,Miami Heat,4,8,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-146,34,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,437,2544,LeBron James,1610612748,Miami Heat,4,7,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,250,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,442,2544,LeBron James,1610612748,Miami Heat,4,7,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-5,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,445,2544,LeBron James,1610612748,Miami Heat,4,7,8,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,455,2544,LeBron James,1610612748,Miami Heat,4,5,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,465,2544,LeBron James,1610612748,Miami Heat,4,4,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,489,2544,LeBron James,1610612748,Miami Heat,4,2,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,12,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,494,2544,LeBron James,1610612748,Miami Heat,4,1,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,498,2544,LeBron James,1610612748,Miami Heat,4,1,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,12,1,0,20130318,BOS,MIA
Shot Chart Detail,0021200998,500,2544,LeBron James,1610612748,Miami Heat,4,1,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20130318,BOS,MIA
Shot Chart Detail,0021200998,512,2544,LeBron James,1610612748,Miami Heat,4,0,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-171,118,1,1,20130318,BOS,MIA
Shot Chart Detail,0021201009,21,2544,LeBron James,1610612748,Miami Heat,1,9,35,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,61,2544,LeBron James,1610612748,Miami Heat,1,4,53,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-160,17,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,84,2544,LeBron James,1610612748,Miami Heat,1,3,26,Made Shot,Reverse Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,211,2544,LeBron James,1610612748,Miami Heat,2,4,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,11,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,251,2544,LeBron James,1610612748,Miami Heat,2,0,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,14,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,301,2544,LeBron James,1610612748,Miami Heat,3,7,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,266,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,341,2544,LeBron James,1610612748,Miami Heat,3,4,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,342,2544,LeBron James,1610612748,Miami Heat,3,4,45,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,387,2544,LeBron James,1610612748,Miami Heat,3,0,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,3,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,403,2544,LeBron James,1610612748,Miami Heat,4,11,24,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,34,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,406,2544,LeBron James,1610612748,Miami Heat,4,11,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,137,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,408,2544,LeBron James,1610612748,Miami Heat,4,10,58,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,410,2544,LeBron James,1610612748,Miami Heat,4,10,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,-13,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,413,2544,LeBron James,1610612748,Miami Heat,4,10,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,181,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,421,2544,LeBron James,1610612748,Miami Heat,4,9,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,108,230,1,1,20130320,CLE,MIA
Shot Chart Detail,0021201009,426,2544,LeBron James,1610612748,Miami Heat,4,9,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,168,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,446,2544,LeBron James,1610612748,Miami Heat,4,7,8,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-34,69,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,459,2544,LeBron James,1610612748,Miami Heat,4,5,42,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-3,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,471,2544,LeBron James,1610612748,Miami Heat,4,4,24,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-174,58,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,486,2544,LeBron James,1610612748,Miami Heat,4,3,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-2,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,488,2544,LeBron James,1610612748,Miami Heat,4,3,2,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,9,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201009,518,2544,LeBron James,1610612748,Miami Heat,4,1,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,133,208,1,0,20130320,CLE,MIA
Shot Chart Detail,0021201026,8,2544,LeBron James,1610612748,Miami Heat,1,10,40,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,3,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,46,2544,LeBron James,1610612748,Miami Heat,1,6,35,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-2,34,1,0,20130322,MIA,DET
Shot Chart Detail,0021201026,73,2544,LeBron James,1610612748,Miami Heat,1,3,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,30,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,104,2544,LeBron James,1610612748,Miami Heat,1,0,43,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-2,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,208,2544,LeBron James,1610612748,Miami Heat,2,3,36,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-108,53,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,230,2544,LeBron James,1610612748,Miami Heat,2,2,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,7,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,299,2544,LeBron James,1610612748,Miami Heat,3,7,7,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,0,20130322,MIA,DET
Shot Chart Detail,0021201026,301,2544,LeBron James,1610612748,Miami Heat,3,6,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,170,91,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,350,2544,LeBron James,1610612748,Miami Heat,3,2,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,78,246,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,356,2544,LeBron James,1610612748,Miami Heat,3,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-4,222,1,0,20130322,MIA,DET
Shot Chart Detail,0021201026,380,2544,LeBron James,1610612748,Miami Heat,3,0,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,19,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,464,2544,LeBron James,1610612748,Miami Heat,4,5,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,14,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,481,2544,LeBron James,1610612748,Miami Heat,4,3,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,484,2544,LeBron James,1610612748,Miami Heat,4,2,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,168,116,1,1,20130322,MIA,DET
Shot Chart Detail,0021201026,487,2544,LeBron James,1610612748,Miami Heat,4,2,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,155,113,1,1,20130322,MIA,DET
Shot Chart Detail,0021201041,49,2544,LeBron James,1610612748,Miami Heat,1,5,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,4,1,0,20130324,MIA,CHA
Shot Chart Detail,0021201041,86,2544,LeBron James,1610612748,Miami Heat,1,3,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,95,2544,LeBron James,1610612748,Miami Heat,1,2,37,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,30,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,106,2544,LeBron James,1610612748,Miami Heat,1,1,26,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,222,2544,LeBron James,1610612748,Miami Heat,2,1,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,246,2544,LeBron James,1610612748,Miami Heat,3,11,8,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-2,1,1,20130324,MIA,CHA
Shot Chart Detail,0021201041,248,2544,LeBron James,1610612748,Miami Heat,3,10,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,3,1,1,20130324,MIA,CHA
