GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021200138,159,2544,LeBron James,1610612748,Miami Heat,2,5,54,Missed Shot,Running Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-92,22,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,184,2544,LeBron James,1610612748,Miami Heat,2,3,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-158,-2,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,209,2544,LeBron James,1610612748,Miami Heat,2,1,1,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-49,108,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,221,2544,LeBron James,1610612748,Miami Heat,2,0,14,Missed Shot,Tip Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,41,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,240,2544,LeBron James,1610612748,Miami Heat,3,10,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,9,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,270,2544,LeBron James,1610612748,Miami Heat,3,8,11,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,380,2544,LeBron James,1610612748,Miami Heat,3,3,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,212,152,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,346,2544,LeBron James,1610612748,Miami Heat,4,10,23,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,0,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,348,2544,LeBron James,1610612748,Miami Heat,4,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-161,19,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,382,2544,LeBron James,1610612748,Miami Heat,4,7,59,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,130,142,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,392,2544,LeBron James,1610612748,Miami Heat,4,6,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-105,23,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,395,2544,LeBron James,1610612748,Miami Heat,4,6,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,409,2544,LeBron James,1610612748,Miami Heat,4,5,29,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200138,421,2544,LeBron James,1610612748,Miami Heat,4,4,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,-2,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,446,2544,LeBron James,1610612748,Miami Heat,4,2,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-60,222,1,0,20121117,PHX,MIA
Shot Chart Detail,0021200138,460,2544,LeBron James,1610612748,Miami Heat,4,0,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,6,1,1,20121117,PHX,MIA
Shot Chart Detail,0021200163,13,2544,LeBron James,1610612748,Miami Heat,1,10,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,95,129,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,16,2544,LeBron James,1610612748,Miami Heat,1,10,10,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,12,86,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,19,2544,LeBron James,1610612748,Miami Heat,1,9,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,51,2544,LeBron James,1610612748,Miami Heat,1,5,59,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,17,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,70,2544,LeBron James,1610612748,Miami Heat,1,4,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,67,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,131,2544,LeBron James,1610612748,Miami Heat,1,1,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-81,137,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,137,2544,LeBron James,1610612748,Miami Heat,1,0,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-134,131,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,206,2544,LeBron James,1610612748,Miami Heat,2,4,29,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,112,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,229,2544,LeBron James,1610612748,Miami Heat,2,3,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,91,134,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,244,2544,LeBron James,1610612748,Miami Heat,2,2,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,1,118,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,298,2544,LeBron James,1610612748,Miami Heat,3,9,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-198,154,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,300,2544,LeBron James,1610612748,Miami Heat,3,9,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-161,71,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,332,2544,LeBron James,1610612748,Miami Heat,3,5,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,14,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,338,2544,LeBron James,1610612748,Miami Heat,3,4,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,358,2544,LeBron James,1610612748,Miami Heat,3,2,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,28,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,478,2544,LeBron James,1610612748,Miami Heat,4,3,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,249,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,491,2544,LeBron James,1610612748,Miami Heat,4,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,257,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,513,2544,LeBron James,1610612748,Miami Heat,4,0,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,535,2544,LeBron James,1610612748,Miami Heat,5,4,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,1,1,0,20121121,MIA,MIL
Shot Chart Detail,0021200163,538,2544,LeBron James,1610612748,Miami Heat,5,3,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,9,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200163,558,2544,LeBron James,1610612748,Miami Heat,5,1,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,1,20121121,MIA,MIL
Shot Chart Detail,0021200186,42,2544,LeBron James,1610612748,Miami Heat,1,7,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-108,121,1,0,20121124,MIA,CLE
Shot Chart Detail,0021200186,70,2544,LeBron James,1610612748,Miami Heat,1,5,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,151,1,1,20121124,MIA,CLE
Shot Chart Detail,0021200186,79,2544,LeBron James,1610612748,Miami Heat,1,4,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,179,172,1,0,20121124,MIA,CLE
Shot Chart Detail,0021200186,90,2544,LeBron James,1610612748,Miami Heat,1,2,39,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,9,1,1,20121124,MIA,CLE
Shot Chart Detail,0021200186,109,2544,LeBron James,1610612748,Miami Heat,1,1,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,0,20121124,MIA,CLE
Shot Chart Detail,0021200186,125,2544,LeBron James,1610612748,Miami Heat,1,0,23,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,7,61,1,1,20121124,MIA,CLE
Shot Chart Detail,0021200186,271,2544,LeBron James,1610612748,Miami Heat,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,42,108,407,1,0,20121124,MIA,CLE
